id,text,domain,product,intent,operation,entities
EXP2_00257,The settlement total doesn't match what I expected from my payments. for my online store,razorpay,settlements,SETTLEMENTS,,{}
EXP2_00258,The settlement total doesn't match what I expected from my payments. from my backend,razorpay,settlements,SETTLEMENTS,,{}
EXP2_00259,How can I send a payout to a vendor?,razorpay,payouts,PAYOUT_OPERATIONS,,{}
EXP2_00260,What's the process to can I send a payout to a vendor? for my online store,razorpay,payouts,PAYOUT_OPERATIONS,,{}
EXP2_00261,I need to know how to can I send a payout to a vendor? from my backend,razorpay,payouts,PAYOUT_OPERATIONS,,{}
EXP2_00262,Can you explain how can I send a payout to a vendor? for a customer,razorpay,payouts,PAYOUT_OPERATIONS,,{}
EXP2_00263,What's the best way to can I send a payout to a vendor? today,razorpay,payouts,PAYOUT_OPERATIONS,,{}
EXP2_00264,Could you tell me how can I send a payout to a vendor? while I'm testing the integration,razorpay,payouts,PAYOUT_OPERATIONS,,{}
EXP2_00265,Can payouts be scheduled for a later time? for my online store,razorpay,payouts,PAYOUT_OPERATIONS,,{}
EXP2_00266,Can payouts be scheduled for a later time? from my backend,razorpay,payouts,PAYOUT_OPERATIONS,,{}
EXP2_00267,Can payouts be scheduled for a later time? for a customer,razorpay,payouts,PAYOUT_OPERATIONS,,{}
EXP2_00268,Can payouts be scheduled for a later time? today,razorpay,payouts,PAYOUT_OPERATIONS,,{}
EXP2_00269,Can payouts be scheduled for a later time? while I'm testing the integration,razorpay,payouts,PAYOUT_OPERATIONS,,{}
EXP2_00270,Can payouts be scheduled for a later time? from the dashboard,razorpay,payouts,PAYOUT_OPERATIONS,,{}
EXP2_00271,I need to retry a failed payout. from my backend,razorpay,payouts,PAYOUT_OPERATIONS,,{}
EXP2_00272,I need to retry a failed payout. for a customer,razorpay,payouts,PAYOUT_OPERATIONS,,{}
EXP2_00273,I need to retry a failed payout. today,razorpay,payouts,PAYOUT_OPERATIONS,,{}
EXP2_00274,I need to retry a failed payout. while I'm testing the integration,razorpay,payouts,PAYOUT_OPERATIONS,,{}
EXP2_00275,I need to retry a failed payout. from the dashboard,razorpay,payouts,PAYOUT_OPERATIONS,,{}
EXP2_00276,I need to retry a failed payout.,razorpay,payouts,PAYOUT_OPERATIONS,,{}
EXP2_00277,How do I cancel payout pout_GHI321? for a customer,razorpay,payouts,PAYOUT_OPERATIONS,,{}
EXP2_00278,What's the process to do I cancel payout setl_JKL654? today,razorpay,payouts,PAYOUT_OPERATIONS,,{}
EXP2_00279,I need to know how to do I cancel payout trf_MNO987? while I'm testing the integration,razorpay,payouts,PAYOUT_OPERATIONS,,{}
EXP2_00280,Can you explain how do I cancel payout pay_ABC123? from the dashboard,razorpay,payouts,PAYOUT_OPERATIONS,,{}
EXP2_00281,What's the best way to do I cancel payout order_XYZ789?,razorpay,payouts,PAYOUT_OPERATIONS,,{}
EXP2_00282,Could you tell me how do I cancel payout rfnd_DEF456? for my online store,razorpay,payouts,PAYOUT_OPERATIONS,,{}
EXP2_00283,Where do I create a payout link? today,razorpay,payouts,PAYOUT_OPERATIONS,,{}
EXP2_00284,Where do I create a payout link? while I'm testing the integration,razorpay,payouts,PAYOUT_OPERATIONS,,{}
EXP2_00285,Where do I create a payout link? from the dashboard,razorpay,payouts,PAYOUT_OPERATIONS,,{}
EXP2_00286,Where do I create a payout link?,razorpay,payouts,PAYOUT_OPERATIONS,,{}
EXP2_00287,Where do I create a payout link? for my online store,razorpay,payouts,PAYOUT_OPERATIONS,,{}
EXP2_00288,Where do I create a payout link? from my backend,razorpay,payouts,PAYOUT_OPERATIONS,,{}
EXP2_00289,How do I transfer part of a payment to a linked account?,razorpay,route,TRANSFER_OPERATIONS,,{}
EXP2_00290,What's the process to do I transfer part of a payment to a linked account? for my online store,razorpay,route,TRANSFER_OPERATIONS,,{}
EXP2_00291,I need to know how to do I transfer part of a payment to a linked account? from my backend,razorpay,route,TRANSFER_OPERATIONS,,{}
EXP2_00292,Can you explain how do I transfer part of a payment to a linked account? for a customer,razorpay,route,TRANSFER_OPERATIONS,,{}
EXP2_00293,What's the best way to do I transfer part of a payment to a linked account? today,razorpay,route,TRANSFER_OPERATIONS,,{}
EXP2_00294,Could you tell me how do I transfer part of a payment to a linked account? while I'm testing the integration,razorpay,route,TRANSFER_OPERATIONS,,{}
EXP2_00295,Can one payment be split across multiple linked accounts? for my online store,razorpay,route,TRANSFER_OPERATIONS,,{}
EXP2_00296,Can one payment be split across multiple linked accounts? from my backend,razorpay,route,TRANSFER_OPERATIONS,,{}
EXP2_00297,Can one payment be split across multiple linked accounts? for a customer,razorpay,route,TRANSFER_OPERATIONS,,{}
EXP2_00298,Can one payment be split across multiple linked accounts? today,razorpay,route,TRANSFER_OPERATIONS,,{}
EXP2_00299,Can one payment be split across multiple linked accounts? while I'm testing the integration,razorpay,route,TRANSFER_OPERATIONS,,{}
EXP2_00300,Can one payment be split across multiple linked accounts? from the dashboard,razorpay,route,TRANSFER_OPERATIONS,,{}
EXP2_00301,I need to create a Route transfer. from my backend,razorpay,route,TRANSFER_OPERATIONS,,{}
EXP2_00302,I need to create a Route transfer. for a customer,razorpay,route,TRANSFER_OPERATIONS,,{}
EXP2_00303,I need to create a Route transfer. today,razorpay,route,TRANSFER_OPERATIONS,,{}
EXP2_00304,I need to create a Route transfer. while I'm testing the integration,razorpay,route,TRANSFER_OPERATIONS,,{}
EXP2_00305,I need to create a Route transfer. from the dashboard,razorpay,route,TRANSFER_OPERATIONS,,{}
EXP2_00306,I need to create a Route transfer.,razorpay,route,TRANSFER_OPERATIONS,,{}
EXP2_00307,How do I reverse a Route transfer? for a customer,razorpay,route,TRANSFER_OPERATIONS,,{}
EXP2_00308,What's the process to do I reverse a Route transfer? today,razorpay,route,TRANSFER_OPERATIONS,,{}
EXP2_00309,I need to know how to do I reverse a Route transfer? while I'm testing the integration,razorpay,route,TRANSFER_OPERATIONS,,{}
EXP2_00310,Can you explain how do I reverse a Route transfer? from the dashboard,razorpay,route,TRANSFER_OPERATIONS,,{}
EXP2_00311,What's the best way to do I reverse a Route transfer?,razorpay,route,TRANSFER_OPERATIONS,,{}
EXP2_00312,Could you tell me how do I reverse a Route transfer? for my online store,razorpay,route,TRANSFER_OPERATIONS,,{}
EXP2_00313,Can I fetch the details of transfer setl_JKL654? today,razorpay,route,TRANSFER_OPERATIONS,,{}
EXP2_00314,Can I fetch the details of transfer trf_MNO987? while I'm testing the integration,razorpay,route,TRANSFER_OPERATIONS,,{}
EXP2_00315,Can I fetch the details of transfer pay_ABC123? from the dashboard,razorpay,route,TRANSFER_OPERATIONS,,{}
EXP2_00316,Can I fetch the details of transfer order_XYZ789?,razorpay,route,TRANSFER_OPERATIONS,,{}
EXP2_00317,Can I fetch the details of transfer rfnd_DEF456? for my online store,razorpay,route,TRANSFER_OPERATIONS,,{}
EXP2_00318,Can I fetch the details of transfer pout_GHI321? from my backend,razorpay,route,TRANSFER_OPERATIONS,,{}
EXP2_00319,I want to start collecting payments with a Payment Link.,razorpay,payment_links,COLLECTION_SETUP,,{}
EXP2_00320,I want to start collecting payments with a Payment Link. for my online store,razorpay,payment_links,COLLECTION_SETUP,,{}
EXP2_00321,I want to start collecting payments with a Payment Link. from my backend,razorpay,payment_links,COLLECTION_SETUP,,{}
EXP2_00322,I want to start collecting payments with a Payment Link. for a customer,razorpay,payment_links,COLLECTION_SETUP,,{}
EXP2_00323,I want to start collecting payments with a Payment Link. today,razorpay,payment_links,COLLECTION_SETUP,,{}
EXP2_00324,I want to start collecting payments with a Payment Link. while I'm testing the integration,razorpay,payment_links,COLLECTION_SETUP,,{}
EXP2_00325,How do I publish a Payment Page for customers? for my online store,razorpay,payment_pages,COLLECTION_SETUP,,{}
EXP2_00326,What's the process to do I publish a Payment Page for customers? from my backend,razorpay,payment_pages,COLLECTION_SETUP,,{}
EXP2_00327,I need to know how to do I publish a Payment Page for customers? for a customer,razorpay,payment_pages,COLLECTION_SETUP,,{}
EXP2_00328,Can you explain how do I publish a Payment Page for customers? today,razorpay,payment_pages,COLLECTION_SETUP,,{}
EXP2_00329,What's the best way to do I publish a Payment Page for customers? while I'm testing the integration,razorpay,payment_pages,COLLECTION_SETUP,,{}
EXP2_00330,Could you tell me how do I publish a Payment Page for customers? from the dashboard,razorpay,payment_pages,COLLECTION_SETUP,,{}
EXP2_00331,How can I embed a payment button in my website? from my backend,razorpay,payment_buttons,COLLECTION_SETUP,,{}
EXP2_00332,What's the process to can I embed a payment button in my website? for a customer,razorpay,payment_buttons,COLLECTION_SETUP,,{}
EXP2_00333,I need to know how to can I embed a payment button in my website? today,razorpay,payment_buttons,COLLECTION_SETUP,,{}
EXP2_00334,Can you explain how can I embed a payment button in my website? while I'm testing the integration,razorpay,payment_buttons,COLLECTION_SETUP,,{}
EXP2_00335,What's the best way to can I embed a payment button in my website? from the dashboard,razorpay,payment_buttons,COLLECTION_SETUP,,{}
EXP2_00336,Could you tell me how can I embed a payment button in my website?,razorpay,payment_buttons,COLLECTION_SETUP,,{}
EXP2_00337,I need a QR code that customers can scan to pay. for a customer,razorpay,qr_codes,COLLECTION_SETUP,,{}
EXP2_00338,I need a QR code that customers can scan to pay. today,razorpay,qr_codes,COLLECTION_SETUP,,{}
EXP2_00339,I need a QR code that customers can scan to pay. while I'm testing the integration,razorpay,qr_codes,COLLECTION_SETUP,,{}
EXP2_00340,I need a QR code that customers can scan to pay. from the dashboard,razorpay,qr_codes,COLLECTION_SETUP,,{}
EXP2_00341,I need a QR code that customers can scan to pay.,razorpay,qr_codes,COLLECTION_SETUP,,{}
EXP2_00342,I need a QR code that customers can scan to pay. for my online store,razorpay,qr_codes,COLLECTION_SETUP,,{}
EXP2_00343,How do I start collecting funds with Smart Collect? today,razorpay,smart_collect,COLLECTION_SETUP,,{}
EXP2_00344,What's the process to do I start collecting funds with Smart Collect? while I'm testing the integration,razorpay,smart_collect,COLLECTION_SETUP,,{}
EXP2_00345,I need to know how to do I start collecting funds with Smart Collect? from the dashboard,razorpay,smart_collect,COLLECTION_SETUP,,{}
EXP2_00346,Can you explain how do I start collecting funds with Smart Collect?,razorpay,smart_collect,COLLECTION_SETUP,,{}
EXP2_00347,What's the best way to do I start collecting funds with Smart Collect? for my online store,razorpay,smart_collect,COLLECTION_SETUP,,{}
EXP2_00348,Could you tell me how do I start collecting funds with Smart Collect? from my backend,razorpay,smart_collect,COLLECTION_SETUP,,{}
EXP2_00349,How do I create and send an invoice to a customer?,razorpay,invoices,BILLING_MANAGEMENT,,{}
EXP2_00350,What's the process to do I create and send an invoice to a customer? for my online store,razorpay,invoices,BILLING_MANAGEMENT,,{}
EXP2_00351,I need to know how to do I create and send an invoice to a customer? from my backend,razorpay,invoices,BILLING_MANAGEMENT,,{}
EXP2_00352,Can you explain how do I create and send an invoice to a customer? for a customer,razorpay,invoices,BILLING_MANAGEMENT,,{}
EXP2_00353,What's the best way to do I create and send an invoice to a customer? today,razorpay,invoices,BILLING_MANAGEMENT,,{}
EXP2_00354,Could you tell me how do I create and send an invoice to a customer? while I'm testing the integration,razorpay,invoices,BILLING_MANAGEMENT,,{}
EXP2_00355,I want to set up recurring billing. for my online store,razorpay,subscriptions,BILLING_MANAGEMENT,,{}
EXP2_00356,I want to set up recurring billing. from my backend,razorpay,subscriptions,BILLING_MANAGEMENT,,{}
EXP2_00357,I want to set up recurring billing. for a customer,razorpay,subscriptions,BILLING_MANAGEMENT,,{}
EXP2_00358,I want to set up recurring billing. today,razorpay,subscriptions,BILLING_MANAGEMENT,,{}
EXP2_00359,I want to set up recurring billing. while I'm testing the integration,razorpay,subscriptions,BILLING_MANAGEMENT,,{}
EXP2_00360,I want to set up recurring billing. from the dashboard,razorpay,subscriptions,BILLING_MANAGEMENT,,{}
EXP2_00361,How can I resume a paused subscription? from my backend,razorpay,subscriptions,BILLING_MANAGEMENT,,{}
EXP2_00362,What's the process to can I resume a paused subscription? for a customer,razorpay,subscriptions,BILLING_MANAGEMENT,,{}
EXP2_00363,I need to know how to can I resume a paused subscription? today,razorpay,subscriptions,BILLING_MANAGEMENT,,{}
EXP2_00364,Can you explain how can I resume a paused subscription? while I'm testing the integration,razorpay,subscriptions,BILLING_MANAGEMENT,,{}
EXP2_00365,What's the best way to can I resume a paused subscription? from the dashboard,razorpay,subscriptions,BILLING_MANAGEMENT,,{}
EXP2_00366,Could you tell me how can I resume a paused subscription?,razorpay,subscriptions,BILLING_MANAGEMENT,,{}
EXP2_00367,Can I change the billing cycle of a subscription? for a customer,razorpay,subscriptions,BILLING_MANAGEMENT,,{}
EXP2_00368,Can I change the billing cycle of a subscription? today,razorpay,subscriptions,BILLING_MANAGEMENT,,{}
EXP2_00369,Can I change the billing cycle of a subscription? while I'm testing the integration,razorpay,subscriptions,BILLING_MANAGEMENT,,{}
EXP2_00370,Can I change the billing cycle of a subscription? from the dashboard,razorpay,subscriptions,BILLING_MANAGEMENT,,{}
EXP2_00371,Can I change the billing cycle of a subscription?,razorpay,subscriptions,BILLING_MANAGEMENT,,{}
EXP2_00372,Can I change the billing cycle of a subscription? for my online store,razorpay,subscriptions,BILLING_MANAGEMENT,,{}
EXP2_00373,How do I update the details on an invoice? today,razorpay,invoices,BILLING_MANAGEMENT,,{}
EXP2_00374,What's the process to do I update the details on an invoice? while I'm testing the integration,razorpay,invoices,BILLING_MANAGEMENT,,{}
EXP2_00375,I need to know how to do I update the details on an invoice? from the dashboard,razorpay,invoices,BILLING_MANAGEMENT,,{}
EXP2_00376,Can you explain how do I update the details on an invoice?,razorpay,invoices,BILLING_MANAGEMENT,,{}
EXP2_00377,What's the best way to do I update the details on an invoice? for my online store,razorpay,invoices,BILLING_MANAGEMENT,,{}
EXP2_00378,Could you tell me how do I update the details on an invoice? from my backend,razorpay,invoices,BILLING_MANAGEMENT,,{}
EXP2_00379,How do I integrate Razorpay Checkout into a React website?,razorpay,checkout,CHECKOUT_SDK_INTEGRATION,,{}
EXP2_00380,What's the process to do I integrate Razorpay Checkout into a React website? for my online store,razorpay,checkout,CHECKOUT_SDK_INTEGRATION,,{}
EXP2_00381,I need to know how to do I integrate Razorpay Checkout into a React website? from my backend,razorpay,checkout,CHECKOUT_SDK_INTEGRATION,,{}
EXP2_00382,Can you explain how do I integrate Razorpay Checkout into a React website? for a customer,razorpay,checkout,CHECKOUT_SDK_INTEGRATION,,{}
EXP2_00383,What's the best way to do I integrate Razorpay Checkout into a React website? today,razorpay,checkout,CHECKOUT_SDK_INTEGRATION,,{}
EXP2_00384,Could you tell me how do I integrate Razorpay Checkout into a React website? while I'm testing the integration,razorpay,checkout,CHECKOUT_SDK_INTEGRATION,,{}
EXP2_00385,What's the process for adding Checkout to an Android app? for my online store,razorpay,checkout,CHECKOUT_SDK_INTEGRATION,,{}
EXP2_00386,What's the process for adding Checkout to an Android app? from my backend,razorpay,checkout,CHECKOUT_SDK_INTEGRATION,,{}
EXP2_00387,What's the process for adding Checkout to an Android app? for a customer,razorpay,checkout,CHECKOUT_SDK_INTEGRATION,,{}
EXP2_00388,What's the process for adding Checkout to an Android app? today,razorpay,checkout,CHECKOUT_SDK_INTEGRATION,,{}
EXP2_00389,What's the process for adding Checkout to an Android app? while I'm testing the integration,razorpay,checkout,CHECKOUT_SDK_INTEGRATION,,{}
EXP2_00390,What's the process for adding Checkout to an Android app? from the dashboard,razorpay,checkout,CHECKOUT_SDK_INTEGRATION,,{}
EXP2_00391,Can I customize the Razorpay Checkout experience? from my backend,razorpay,checkout,CHECKOUT_SDK_INTEGRATION,,{}
EXP2_00392,Can I customize the Razorpay Checkout experience? for a customer,razorpay,checkout,CHECKOUT_SDK_INTEGRATION,,{}
EXP2_00393,Can I customize the Razorpay Checkout experience? today,razorpay,checkout,CHECKOUT_SDK_INTEGRATION,,{}
EXP2_00394,Can I customize the Razorpay Checkout experience? while I'm testing the integration,razorpay,checkout,CHECKOUT_SDK_INTEGRATION,,{}
EXP2_00395,Can I customize the Razorpay Checkout experience? from the dashboard,razorpay,checkout,CHECKOUT_SDK_INTEGRATION,,{}
EXP2_00396,Can I customize the Razorpay Checkout experience?,razorpay,checkout,CHECKOUT_SDK_INTEGRATION,,{}
EXP2_00397,How should I configure Checkout in test mode? for a customer,razorpay,checkout,CHECKOUT_SDK_INTEGRATION,,{}
EXP2_00398,What's the process to should I configure Checkout in test mode? today,razorpay,checkout,CHECKOUT_SDK_INTEGRATION,,{}
EXP2_00399,I need to know how to should I configure Checkout in test mode? while I'm testing the integration,razorpay,checkout,CHECKOUT_SDK_INTEGRATION,,{}
EXP2_00400,Can you explain how should I configure Checkout in test mode? from the dashboard,razorpay,checkout,CHECKOUT_SDK_INTEGRATION,,{}
EXP2_00401,What's the best way to should I configure Checkout in test mode?,razorpay,checkout,CHECKOUT_SDK_INTEGRATION,,{}
EXP2_00402,Could you tell me how should I configure Checkout in test mode? for my online store,razorpay,checkout,CHECKOUT_SDK_INTEGRATION,,{}
EXP2_00403,Which Checkout integration option should I use for my application? today,razorpay,checkout,CHECKOUT_SDK_INTEGRATION,,{}
EXP2_00404,Which Checkout integration option should I use for my application? while I'm testing the integration,razorpay,checkout,CHECKOUT_SDK_INTEGRATION,,{}
EXP2_00405,Which Checkout integration option should I use for my application? from the dashboard,razorpay,checkout,CHECKOUT_SDK_INTEGRATION,,{}
EXP2_00406,Which Checkout integration option should I use for my application?,razorpay,checkout,CHECKOUT_SDK_INTEGRATION,,{}
EXP2_00407,Which Checkout integration option should I use for my application? for my online store,razorpay,checkout,CHECKOUT_SDK_INTEGRATION,,{}
EXP2_00408,Which Checkout integration option should I use for my application? from my backend,razorpay,checkout,CHECKOUT_SDK_INTEGRATION,,{}
EXP2_00409,I need to make my first Razorpay API request. Where do I start?,razorpay,developer,API_INTEGRATION,,{}
EXP2_00410,I need to make my first Razorpay API request. Where do I start? for my online store,razorpay,developer,API_INTEGRATION,,{}
EXP2_00411,I need to make my first Razorpay API request. Where do I start? from my backend,razorpay,developer,API_INTEGRATION,,{}
EXP2_00412,I need to make my first Razorpay API request. Where do I start? for a customer,razorpay,developer,API_INTEGRATION,,{}
EXP2_00413,I need to make my first Razorpay API request. Where do I start? today,razorpay,developer,API_INTEGRATION,,{}
EXP2_00414,I need to make my first Razorpay API request. Where do I start? while I'm testing the integration,razorpay,developer,API_INTEGRATION,,{}
EXP2_00415,How can my backend create an order using the Orders API? for my online store,razorpay,orders,API_INTEGRATION,,{}
EXP2_00416,What's the process to can my backend create an order using the Orders API? from my backend,razorpay,orders,API_INTEGRATION,,{}
EXP2_00417,I need to know how to can my backend create an order using the Orders API? for a customer,razorpay,orders,API_INTEGRATION,,{}
EXP2_00418,Can you explain how can my backend create an order using the Orders API? today,razorpay,orders,API_INTEGRATION,,{}
EXP2_00419,What's the best way to can my backend create an order using the Orders API? while I'm testing the integration,razorpay,orders,API_INTEGRATION,,{}
EXP2_00420,Could you tell me how can my backend create an order using the Orders API? from the dashboard,razorpay,orders,API_INTEGRATION,,{}
EXP2_00421,I need to fetch payment details from the Payments API. from my backend,razorpay,payments,API_INTEGRATION,,{}
EXP2_00422,I need to fetch payment details from the Payments API. for a customer,razorpay,payments,API_INTEGRATION,,{}
EXP2_00423,I need to fetch payment details from the Payments API. today,razorpay,payments,API_INTEGRATION,,{}
EXP2_00424,I need to fetch payment details from the Payments API. while I'm testing the integration,razorpay,payments,API_INTEGRATION,,{}
EXP2_00425,I need to fetch payment details from the Payments API. from the dashboard,razorpay,payments,API_INTEGRATION,,{}
EXP2_00426,I need to fetch payment details from the Payments API.,razorpay,payments,API_INTEGRATION,,{}
EXP2_00427,What's the API flow for creating a refund? for a customer,razorpay,refunds,API_INTEGRATION,,{}
EXP2_00428,What's the API flow for creating a refund? today,razorpay,refunds,API_INTEGRATION,,{}
EXP2_00429,What's the API flow for creating a refund? while I'm testing the integration,razorpay,refunds,API_INTEGRATION,,{}
EXP2_00430,What's the API flow for creating a refund? from the dashboard,razorpay,refunds,API_INTEGRATION,,{}
EXP2_00431,What's the API flow for creating a refund?,razorpay,refunds,API_INTEGRATION,,{}
EXP2_00432,What's the API flow for creating a refund? for my online store,razorpay,refunds,API_INTEGRATION,,{}
EXP2_00433,How can I create Payment Links programmatically? today,razorpay,payment_links,API_INTEGRATION,,{}
EXP2_00434,What's the process to can I create Payment Links programmatically? while I'm testing the integration,razorpay,payment_links,API_INTEGRATION,,{}
EXP2_00435,I need to know how to can I create Payment Links programmatically? from the dashboard,razorpay,payment_links,API_INTEGRATION,,{}
EXP2_00436,Can you explain how can I create Payment Links programmatically?,razorpay,payment_links,API_INTEGRATION,,{}
EXP2_00437,What's the best way to can I create Payment Links programmatically? for my online store,razorpay,payment_links,API_INTEGRATION,,{}
EXP2_00438,Could you tell me how can I create Payment Links programmatically? from my backend,razorpay,payment_links,API_INTEGRATION,,{}
EXP2_00439,My Razorpay request returns HTTP 401. What should I investigate?,razorpay,developer,API_ERROR_DEBUGGING,,{}
EXP2_00440,My Razorpay request returns HTTP 401. What should I investigate? for my online store,razorpay,developer,API_ERROR_DEBUGGING,,{}
EXP2_00441,My Razorpay request returns HTTP 401. What should I investigate? from my backend,razorpay,developer,API_ERROR_DEBUGGING,,{}
EXP2_00442,My Razorpay request returns HTTP 401. What should I investigate? for a customer,razorpay,developer,API_ERROR_DEBUGGING,,{}
EXP2_00443,My Razorpay request returns HTTP 401. What should I investigate? today,razorpay,developer,API_ERROR_DEBUGGING,,{}
EXP2_00444,My Razorpay request returns HTTP 401. What should I investigate? while I'm testing the integration,razorpay,developer,API_ERROR_DEBUGGING,,{}
EXP2_00445,The API returns BAD_REQUEST_ERROR when I send this request. for my online store,razorpay,developer,API_ERROR_DEBUGGING,,{}
EXP2_00446,The API returns BAD_REQUEST_ERROR when I send this request. from my backend,razorpay,developer,API_ERROR_DEBUGGING,,{}
EXP2_00447,The API returns BAD_REQUEST_ERROR when I send this request. for a customer,razorpay,developer,API_ERROR_DEBUGGING,,{}
EXP2_00448,The API returns BAD_REQUEST_ERROR when I send this request. today,razorpay,developer,API_ERROR_DEBUGGING,,{}
EXP2_00449,The API returns BAD_REQUEST_ERROR when I send this request. while I'm testing the integration,razorpay,developer,API_ERROR_DEBUGGING,,{}
EXP2_00450,The API returns BAD_REQUEST_ERROR when I send this request. from the dashboard,razorpay,developer,API_ERROR_DEBUGGING,,{}
EXP2_00451,Order creation through the API is returning an error. from my backend,razorpay,orders,API_ERROR_DEBUGGING,,{}
EXP2_00452,Order creation through the API is returning an error. for a customer,razorpay,orders,API_ERROR_DEBUGGING,,{}
EXP2_00453,Order creation through the API is returning an error. today,razorpay,orders,API_ERROR_DEBUGGING,,{}
EXP2_00454,Order creation through the API is returning an error. while I'm testing the integration,razorpay,orders,API_ERROR_DEBUGGING,,{}
EXP2_00455,Order creation through the API is returning an error. from the dashboard,razorpay,orders,API_ERROR_DEBUGGING,,{}
EXP2_00456,Order creation through the API is returning an error.,razorpay,orders,API_ERROR_DEBUGGING,,{}
EXP2_00457,The Payments API request is being rejected. for a customer,razorpay,payments,API_ERROR_DEBUGGING,,{}
EXP2_00458,The Payments API request is being rejected. today,razorpay,payments,API_ERROR_DEBUGGING,,{}
EXP2_00459,The Payments API request is being rejected. while I'm testing the integration,razorpay,payments,API_ERROR_DEBUGGING,,{}
EXP2_00460,The Payments API request is being rejected. from the dashboard,razorpay,payments,API_ERROR_DEBUGGING,,{}
EXP2_00461,The Payments API request is being rejected.,razorpay,payments,API_ERROR_DEBUGGING,,{}
EXP2_00462,The Payments API request is being rejected. for my online store,razorpay,payments,API_ERROR_DEBUGGING,,{}
EXP2_00463,My refund API call fails even though the request looks correct. today,razorpay,refunds,API_ERROR_DEBUGGING,,{}
EXP2_00464,My refund API call fails even though the request looks correct. while I'm testing the integration,razorpay,refunds,API_ERROR_DEBUGGING,,{}
EXP2_00465,My refund API call fails even though the request looks correct. from the dashboard,razorpay,refunds,API_ERROR_DEBUGGING,,{}
EXP2_00466,My refund API call fails even though the request looks correct.,razorpay,refunds,API_ERROR_DEBUGGING,,{}
EXP2_00467,My refund API call fails even though the request looks correct. for my online store,razorpay,refunds,API_ERROR_DEBUGGING,,{}
EXP2_00468,My refund API call fails even though the request looks correct. from my backend,razorpay,refunds,API_ERROR_DEBUGGING,,{}
EXP2_00469,The API works in test mode but fails in production. How do I debug it? while I'm testing the integration,razorpay,developer,API_ERROR_DEBUGGING,,{}
EXP2_00470,The API works in test mode but fails in production. What's the process to do I debug it? from the dashboard,razorpay,developer,API_ERROR_DEBUGGING,,{}
EXP2_00471,The API works in test mode but fails in production. I need to know how to do I debug it?,razorpay,developer,API_ERROR_DEBUGGING,,{}
EXP2_00472,The API works in test mode but fails in production. Can you explain how do I debug it? for my online store,razorpay,developer,API_ERROR_DEBUGGING,,{}
EXP2_00473,The API works in test mode but fails in production. What's the best way to do I debug it? from my backend,razorpay,developer,API_ERROR_DEBUGGING,,{}
EXP2_00474,The API works in test mode but fails in production. Could you tell me how do I debug it? for a customer,razorpay,developer,API_ERROR_DEBUGGING,,{}
EXP2_00475,How do I configure a webhook endpoint for Razorpay events?,razorpay,developer,WEBHOOK_INTEGRATION,,{}
EXP2_00476,What's the process to do I configure a webhook endpoint for Razorpay events? for my online store,razorpay,developer,WEBHOOK_INTEGRATION,,{}
EXP2_00477,I need to know how to do I configure a webhook endpoint for Razorpay events? from my backend,razorpay,developer,WEBHOOK_INTEGRATION,,{}
EXP2_00478,Can you explain how do I configure a webhook endpoint for Razorpay events? for a customer,razorpay,developer,WEBHOOK_INTEGRATION,,{}
EXP2_00479,What's the best way to do I configure a webhook endpoint for Razorpay events? today,razorpay,developer,WEBHOOK_INTEGRATION,,{}
EXP2_00480,Could you tell me how do I configure a webhook endpoint for Razorpay events? while I'm testing the integration,razorpay,developer,WEBHOOK_INTEGRATION,,{}
EXP2_00481,How should I verify a Razorpay webhook signature? for my online store,razorpay,developer,WEBHOOK_INTEGRATION,,{}
EXP2_00482,What's the process to should I verify a Razorpay webhook signature? from my backend,razorpay,developer,WEBHOOK_INTEGRATION,,{}
EXP2_00483,I need to know how to should I verify a Razorpay webhook signature? for a customer,razorpay,developer,WEBHOOK_INTEGRATION,,{}
EXP2_00484,Can you explain how should I verify a Razorpay webhook signature? today,razorpay,developer,WEBHOOK_INTEGRATION,,{}
EXP2_00485,What's the best way to should I verify a Razorpay webhook signature? while I'm testing the integration,razorpay,developer,WEBHOOK_INTEGRATION,,{}
EXP2_00486,Could you tell me how should I verify a Razorpay webhook signature? from the dashboard,razorpay,developer,WEBHOOK_INTEGRATION,,{}
EXP2_00487,I need to receive payment events through webhooks. from my backend,razorpay,payments,WEBHOOK_INTEGRATION,,{}
EXP2_00488,I need to receive payment events through webhooks. for a customer,razorpay,payments,WEBHOOK_INTEGRATION,,{}
EXP2_00489,I need to receive payment events through webhooks. today,razorpay,payments,WEBHOOK_INTEGRATION,,{}
EXP2_00490,I need to receive payment events through webhooks. while I'm testing the integration,razorpay,payments,WEBHOOK_INTEGRATION,,{}
EXP2_00491,I need to receive payment events through webhooks. from the dashboard,razorpay,payments,WEBHOOK_INTEGRATION,,{}
EXP2_00492,I need to receive payment events through webhooks.,razorpay,payments,WEBHOOK_INTEGRATION,,{}
EXP2_00493,My webhook endpoint isn't receiving events. What should I check? for a customer,razorpay,developer,WEBHOOK_INTEGRATION,,{}
EXP2_00494,My webhook endpoint isn't receiving events. What should I check? today,razorpay,developer,WEBHOOK_INTEGRATION,,{}
EXP2_00495,My webhook endpoint isn't receiving events. What should I check? while I'm testing the integration,razorpay,developer,WEBHOOK_INTEGRATION,,{}
EXP2_00496,My webhook endpoint isn't receiving events. What should I check? from the dashboard,razorpay,developer,WEBHOOK_INTEGRATION,,{}
